"filename", "language", "Rust", "TOML", "JSON with Comments", "Markdown", "YAML", "Shell Script", "Makefile", "JSON", "PowerShell", "XML", "C++", "C", "Python", "JavaScript", "HTML", "CSS", "TypeScript", "Ignore", "Go", "Java", "Ini", "comment", "blank", "total"
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/gpu/theme.ny", "Rust", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 176
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/gpu/window.ny", "Rust", 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 137
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/identity/profile.ny", "Rust", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 67
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/isolation/policy.ny", "Rust", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 73
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/layout/pane.ny", "Rust", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 149
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/macro/recorder.ny", "Rust", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/net/portforward.ny", "Rust", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 52
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/process/manager.ny", "Rust", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/profile/shell.ny", "Rust", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 78
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/session/store.ny", "Rust", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 161
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/shell/spawn.ny", "Rust", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 85
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/ssh/manager.ny", "Rust", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 55
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/tab/manager.ny", "Rust", 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 298
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/terminal/highlight.ny", "Rust", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 70
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/terminal/io.ny", "Rust", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 58
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/terminal/scrollback.ny", "Rust", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 111
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/src/ui/banner.ny", "Rust", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/GhostTerm/vendor/bindings/raylib.ny", "Rust", 662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 682
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Graph/main.ny", "Rust", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Graph/nyra.mod", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Graph/src/graph.ny", "Rust", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Hash_Map/main.ny", "Rust", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Hash_Map/nyra.mod", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Hash_Map/src/map.ny", "Rust", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/HeapSort/main.ny", "Rust", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/HeapSort/nyra.mod", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/HeapSort/src/heap.ny", "Rust", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 56
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/HelloWorld/main.ny", "Rust", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/HelloWorld/nyra.mod", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Huffman/main.ny", "Rust", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Huffman/nyra.mod", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/Huffman/src/huffman.ny", "Rust", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 49
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/IniParser/main.ny", "Rust", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/IniParser/nyra.mod", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/IniParser/sample.ini", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 2, 9
"/Volumes/Macbook/npm_projects/me/nyra/Apps/Basics/IniParser/src/ini.ny", "Rust", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 106
